epoch,step,train_loss,val_loss
0,49,0.07094750553369522,
0,99,0.0804515928030014,
0,149,0.07840751111507416,
0,199,0.02996421605348587,
0,249,0.04737894982099533,
0,299,0.020798128098249435,
0,349,0.038313452154397964,
0,399,0.028967583552002907,
0,449,0.009645647369325161,
0,499,0.01726948842406273,
0,549,0.02113066241145134,
0,599,0.018534723669290543,
0,649,0.015479149296879768,
0,699,0.015375449322164059,
0,749,0.033029235899448395,
0,799,0.033091504126787186,
0,849,0.015331745147705078,
0,899,0.04762732610106468,
0,949,0.015452531166374683,
0,999,0.017307117581367493,
0,1049,0.0861373096704483,
0,1099,0.005651171784847975,
0,1149,0.007280223537236452,
0,1199,0.03439980000257492,
0,1249,0.011006317101418972,
0,1299,0.011766144074499607,
0,1349,0.022381480783224106,
0,1399,0.011307479813694954,
0,1449,0.013786298222839832,
0,1499,0.051300086081027985,
0,1549,0.010077196173369884,
0,1599,0.014799756929278374,
0,1649,0.008261598646640778,
0,1699,0.008341136388480663,
0,1749,0.022833863273262978,
0,1799,0.01563631370663643,
0,1849,0.01194776501506567,
0,1899,0.012692213989794254,
0,1949,0.016099154949188232,
0,1999,0.05293077230453491,
0,2049,0.018527457490563393,
0,2099,0.054728005081415176,
0,2149,0.005621072370558977,
0,2199,0.0126548632979393,
0,2249,0.017377017065882683,
0,2299,0.036870431154966354,
0,2349,0.0065290178172290325,
0,2399,0.005071970634162426,
0,2449,0.008882228285074234,
0,2499,0.02162295952439308,
0,2549,0.01598476618528366,
0,2599,0.027168288826942444,
0,2649,0.03578269109129906,
0,2699,0.009939940646290779,
0,2749,0.03211912885308266,
0,2799,0.008473258465528488,
0,2849,0.031157176941633224,
0,2899,0.01082494668662548,
0,2949,0.007504846900701523,
0,2999,0.003983644302934408,
0,3049,0.003991455305367708,
0,3099,0.01728946343064308,
0,3149,0.03605930507183075,
0,3199,0.010702037252485752,
0,3249,0.013435094617307186,
0,3299,0.012597542256116867,
0,3349,0.16244573891162872,
0,3399,0.04985576495528221,
0,3449,0.006027826573699713,
0,3499,0.005859018303453922,
0,3549,0.0045843664556741714,
0,3599,0.11574340611696243,
0,3649,0.011936215683817863,
0,3699,0.015199089422821999,
0,3749,0.08813277631998062,
0,3799,0.006647917907685041,
0,3849,0.011877012439072132,
0,3899,0.022943701595067978,
0,3949,0.08661434799432755,
0,3999,0.008586465381085873,
0,4049,0.008383749052882195,
0,4099,0.011096160858869553,
0,4149,0.004455764777958393,
0,4199,0.010490143671631813,
0,4249,0.033234596252441406,
0,4299,0.06763657182455063,
0,4349,0.024590086191892624,
0,4399,0.00344152026809752,
0,4449,0.004323075525462627,
0,4499,0.03019700013101101,
0,4549,0.00890243612229824,
0,4599,0.0358278788626194,
0,4649,0.01043191459029913,
0,4699,0.048633962869644165,
0,4749,0.006732497364282608,
0,4799,0.033576589077711105,
0,4849,0.012151256203651428,
0,4899,0.004794713109731674,
0,4949,0.013840408064424992,
0,4999,0.006217967718839645,
0,5049,0.00983996782451868,
0,5099,0.006908251438289881,
0,5149,0.014731808565557003,
0,5199,0.004045818466693163,
0,5249,0.0059225778095424175,
0,5299,0.13025923073291779,
0,5349,0.008208062499761581,
0,5399,0.11013548821210861,
0,5449,0.09133289009332657,
0,5499,0.02361403964459896,
0,5549,0.04598580300807953,
0,5599,0.013567245565354824,
0,5649,0.004899864550679922,
0,5699,0.004131080117076635,
0,5749,0.03857840597629547,
0,5799,0.006796482019126415,
0,5849,0.006200082134455442,
0,5899,0.00402009766548872,
0,5949,0.008648215793073177,
0,5999,0.020666047930717468,
0,6049,0.00420417869463563,
0,6099,0.012208807282149792,
0,6149,0.015864333137869835,
0,6199,0.28794312477111816,
