epoch,step,train_loss
0,49,0.08195394277572632
0,99,0.061738647520542145
0,149,0.13512229919433594
0,199,0.0386664904654026
0,249,0.04170899838209152
0,299,0.03285304084420204
0,349,0.15798939764499664
0,399,0.027146315202116966
0,449,0.024684768170118332
0,499,0.02673969604074955
0,549,1.2832863330841064
0,599,0.036452215164899826
